# E (eV)   ldos(E)   pdos(E)   
   5.920  0.377E-01  0.377E-01
   5.930  0.370E-01  0.370E-01
   5.940  0.362E-01  0.362E-01
   5.950  0.354E-01  0.354E-01
   5.960  0.344E-01  0.344E-01
   5.970  0.334E-01  0.334E-01
   5.980  0.323E-01  0.323E-01
   5.990  0.312E-01  0.312E-01
   6.000  0.300E-01  0.300E-01
   6.010  0.287E-01  0.287E-01
   6.020  0.274E-01  0.274E-01
   6.030  0.261E-01  0.261E-01
   6.040  0.247E-01  0.247E-01
   6.050  0.234E-01  0.234E-01
   6.060  0.220E-01  0.220E-01
   6.070  0.206E-01  0.206E-01
   6.080  0.192E-01  0.192E-01
   6.090  0.179E-01  0.179E-01
   6.100  0.166E-01  0.166E-01
   6.110  0.153E-01  0.153E-01
   6.120  0.140E-01  0.140E-01
   6.130  0.128E-01  0.128E-01
   6.140  0.116E-01  0.116E-01
   6.150  0.105E-01  0.105E-01
   6.160  0.944E-02  0.944E-02
   6.170  0.844E-02  0.844E-02
   6.180  0.751E-02  0.751E-02
   6.190  0.665E-02  0.665E-02
   6.200  0.586E-02  0.586E-02
   6.210  0.513E-02  0.513E-02
   6.220  0.448E-02  0.448E-02
   6.230  0.390E-02  0.390E-02
   6.240  0.338E-02  0.338E-02
   6.250  0.293E-02  0.293E-02
   6.260  0.255E-02  0.255E-02
   6.270  0.223E-02  0.223E-02
   6.280  0.198E-02  0.198E-02
   6.290  0.178E-02  0.178E-02
   6.300  0.163E-02  0.163E-02
   6.310  0.153E-02  0.153E-02
   6.320  0.148E-02  0.148E-02
   6.330  0.147E-02  0.147E-02
   6.340  0.150E-02  0.150E-02
   6.350  0.157E-02  0.157E-02
   6.360  0.167E-02  0.167E-02
   6.370  0.179E-02  0.179E-02
   6.380  0.194E-02  0.194E-02
   6.390  0.211E-02  0.211E-02
   6.400  0.229E-02  0.229E-02
   6.410  0.249E-02  0.249E-02
   6.420  0.270E-02  0.270E-02
   6.430  0.293E-02  0.293E-02
   6.440  0.316E-02  0.316E-02
   6.450  0.339E-02  0.339E-02
   6.460  0.363E-02  0.363E-02
   6.470  0.388E-02  0.388E-02
   6.480  0.413E-02  0.413E-02
   6.490  0.438E-02  0.438E-02
   6.500  0.463E-02  0.463E-02
   6.510  0.489E-02  0.489E-02
   6.520  0.515E-02  0.515E-02
   6.530  0.541E-02  0.541E-02
   6.540  0.568E-02  0.568E-02
   6.550  0.596E-02  0.596E-02
   6.560  0.624E-02  0.624E-02
   6.570  0.653E-02  0.653E-02
   6.580  0.683E-02  0.683E-02
   6.590  0.714E-02  0.714E-02
   6.600  0.747E-02  0.747E-02
   6.610  0.781E-02  0.781E-02
   6.620  0.816E-02  0.816E-02
   6.630  0.854E-02  0.854E-02
   6.640  0.893E-02  0.893E-02
   6.650  0.934E-02  0.934E-02
   6.660  0.978E-02  0.978E-02
   6.670  0.102E-01  0.102E-01
   6.680  0.107E-01  0.107E-01
   6.690  0.112E-01  0.112E-01
   6.700  0.117E-01  0.117E-01
   6.710  0.123E-01  0.123E-01
   6.720  0.129E-01  0.129E-01
   6.730  0.135E-01  0.135E-01
   6.740  0.141E-01  0.141E-01
   6.750  0.147E-01  0.147E-01
   6.760  0.153E-01  0.153E-01
   6.770  0.160E-01  0.160E-01
   6.780  0.167E-01  0.167E-01
   6.790  0.174E-01  0.174E-01
   6.800  0.181E-01  0.181E-01
   6.810  0.187E-01  0.187E-01
   6.820  0.194E-01  0.194E-01
   6.830  0.201E-01  0.201E-01
   6.840  0.208E-01  0.208E-01
   6.850  0.214E-01  0.214E-01
   6.860  0.220E-01  0.220E-01
   6.870  0.226E-01  0.226E-01
   6.880  0.232E-01  0.232E-01
   6.890  0.237E-01  0.237E-01
   6.900  0.241E-01  0.241E-01
   6.910  0.245E-01  0.245E-01
   6.920  0.249E-01  0.249E-01
   6.930  0.252E-01  0.252E-01
   6.940  0.254E-01  0.254E-01
   6.950  0.256E-01  0.256E-01
   6.960  0.257E-01  0.257E-01
   6.970  0.257E-01  0.257E-01
   6.980  0.257E-01  0.257E-01
   6.990  0.255E-01  0.255E-01
   7.000  0.253E-01  0.253E-01
   7.010  0.250E-01  0.250E-01
   7.020  0.246E-01  0.246E-01
   7.030  0.242E-01  0.242E-01
   7.040  0.237E-01  0.237E-01
   7.050  0.231E-01  0.231E-01
   7.060  0.224E-01  0.224E-01
   7.070  0.217E-01  0.217E-01
   7.080  0.209E-01  0.209E-01
   7.090  0.200E-01  0.200E-01
   7.100  0.191E-01  0.191E-01
   7.110  0.182E-01  0.182E-01
   7.120  0.172E-01  0.172E-01
   7.130  0.162E-01  0.162E-01
   7.140  0.151E-01  0.151E-01
   7.150  0.141E-01  0.141E-01
   7.160  0.130E-01  0.130E-01
   7.170  0.120E-01  0.120E-01
   7.180  0.109E-01  0.109E-01
   7.190  0.984E-02  0.984E-02
   7.200  0.881E-02  0.881E-02
   7.210  0.780E-02  0.780E-02
   7.220  0.682E-02  0.682E-02
   7.230  0.588E-02  0.588E-02
   7.240  0.497E-02  0.497E-02
   7.250  0.410E-02  0.410E-02
   7.260  0.329E-02  0.329E-02
   7.270  0.252E-02  0.252E-02
   7.280  0.180E-02  0.180E-02
   7.290  0.113E-02  0.113E-02
   7.300  0.517E-03  0.517E-03
   7.310 -0.413E-04 -0.413E-04
   7.320 -0.545E-03 -0.545E-03
   7.330 -0.996E-03 -0.996E-03
   7.340 -0.139E-02 -0.139E-02
   7.350 -0.174E-02 -0.174E-02
   7.360 -0.204E-02 -0.204E-02
   7.370 -0.228E-02 -0.228E-02
   7.380 -0.249E-02 -0.249E-02
   7.390 -0.265E-02 -0.265E-02
   7.400 -0.277E-02 -0.277E-02
   7.410 -0.286E-02 -0.286E-02
   7.420 -0.291E-02 -0.291E-02
   7.430 -0.293E-02 -0.293E-02
   7.440 -0.292E-02 -0.292E-02
   7.450 -0.289E-02 -0.289E-02
   7.460 -0.284E-02 -0.284E-02
   7.470 -0.277E-02 -0.277E-02
   7.480 -0.269E-02 -0.269E-02
   7.490 -0.259E-02 -0.259E-02
   7.500 -0.248E-02 -0.248E-02
   7.510 -0.236E-02 -0.236E-02
   7.520 -0.224E-02 -0.224E-02
   7.530 -0.212E-02 -0.212E-02
   7.540 -0.199E-02 -0.199E-02
   7.550 -0.186E-02 -0.186E-02
   7.560 -0.173E-02 -0.173E-02
   7.570 -0.161E-02 -0.161E-02
   7.580 -0.149E-02 -0.149E-02
   7.590 -0.137E-02 -0.137E-02
   7.600 -0.126E-02 -0.126E-02
   7.610 -0.115E-02 -0.115E-02
   7.620 -0.104E-02 -0.104E-02
   7.630 -0.948E-03 -0.948E-03
   7.640 -0.857E-03 -0.857E-03
   7.650 -0.772E-03 -0.772E-03
   7.660 -0.693E-03 -0.693E-03
   7.670 -0.621E-03 -0.621E-03
   7.680 -0.554E-03 -0.554E-03
   7.690 -0.492E-03 -0.492E-03
   7.700 -0.436E-03 -0.436E-03
   7.710 -0.385E-03 -0.385E-03
   7.720 -0.339E-03 -0.339E-03
   7.730 -0.298E-03 -0.298E-03
   7.740 -0.261E-03 -0.261E-03
   7.750 -0.228E-03 -0.228E-03
   7.760 -0.198E-03 -0.198E-03
   7.770 -0.172E-03 -0.172E-03
   7.780 -0.149E-03 -0.149E-03
   7.790 -0.128E-03 -0.128E-03
   7.800 -0.110E-03 -0.110E-03
   7.810 -0.943E-04 -0.943E-04
   7.820 -0.806E-04 -0.806E-04
   7.830 -0.687E-04 -0.687E-04
